,Date,Form,New,Matters_level01,Matters_level2
2000,1670-06-09T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2004,1670-08-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2013,1671-01-20T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Work Order/Work Regulation
2019,1671-05-13T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2023,1671-07-17T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Poor Relief
2031,1671-09-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2045,1672-03-02T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
2046,1672-03-02T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Work Order/Work Regulation
2048,1672-04-06T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2052,1672-04-23T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2055,1672-04-29T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Poor Relief
2060,1672-07-05T00:00:00Z,Verordnung,True,5 Land Divisions,Water
2061,1672-08-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2068,1672-12-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2069,1673-01-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
2075,1673-04-04T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
2077,1673-04-16T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
2081,1673-05-23T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2083,1673-06-23T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2096,1673-12-05T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2099,1674-03-03T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2106,1674-04-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2107,1674-05-02T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2108,1674-06-10T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Poor Relief
2109,1674-07-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2115,1674-10-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2125,1674-12-28T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2126,1675-01-08T00:00:00Z,Mandat,True,1 Social Order and Religion,Abundance and Luxury
2131,1675-02-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2132,1675-03-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2135,1675-03-15T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2137,1675-04-10T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2140,1675-04-30T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2156,1675-08-30T00:00:00Z,Verordnung,True,5 Land Divisions,Public Construction Infrastructure
2164,1675-10-04T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2171,1675-11-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2173,1675-12-06T00:00:00Z,Verordnung,False,1 Social Order and Religion,Matters of Religion
2176,1675-12-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2180,1676-01-07T00:00:00Z,Verordnung,True,2 Public Order and Safety,Censorship
2181,1676-01-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2182,1676-01-20T00:00:00Z,Bettelordnung,False,1 Social Order and Religion,Marginal Groups
2185,1676-04-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2187,1676-04-12T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2193,1676-08-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2196,1676-08-11T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2197,1676-08-12T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2200,1676-09-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2206,1676-10-16T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2210,1676-11-28T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2217,1677-02-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
2218,1677-03-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2221,1677-04-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2226,1677-05-25T00:00:00Z,Ordnung,True,1 Social Order and Religion,Marginal Groups
2235,1677-11-06T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2240,1678-02-27T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2242,1678-04-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2243,1678-04-10T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2246,1678-04-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2251,1678-04-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2262,1678-08-10T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
2268,1678-09-09T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2276,1679-01-28T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2292,1679-08-11T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
2293,1679-09-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2294,1679-09-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2296,1679-10-07T00:00:00Z,Ordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
2299,1679-10-14T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2300,1679-11-03T00:00:00Z,Verordnung,False,5 Land Divisions,Water
2301,1679-11-15T00:00:00Z,Verordnung,True,5 Land Divisions,Land Real Estate
2302,1679-12-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2304,1680-01-10T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2306,1680-03-17T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
2307,1680-03-17T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
2308,1680-04-02T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
2312,1680-04-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2315,1680-05-27T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
2317,1680-07-14T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
2322,1680-08-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2323,1680-09-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2325,1680-09-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
2327,1680-10-23T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
2328,1680-11-02T00:00:00Z,Verordnung,True,5 Land Divisions,Water
2334,1680-12-30T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
2335,1681-01-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2336,1681-01-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2340,1681-02-22T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2342,1681-03-08T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2343,1681-03-24T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
2346,1681-04-25T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
2348,1681-05-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2350,1681-05-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2353,1681-06-25T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2357,1681-08-09T00:00:00Z,Verordnung,True,5 Land Divisions,Water
2358,1681-08-10T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2359,1681-08-11T00:00:00Z,Verordnung,True,5 Land Divisions,Water
2364,1681-09-14T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2366,1681-09-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2369,1681-11-24T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2376,1682-03-31T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2377,1682-04-20T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2378,1682-04-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2393,1682-10-14T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2396,1683-01-12T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2420,1684-01-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
2424,1684-03-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2428,1684-04-08T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2430,1684-05-16T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2438,1685-04-25T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2440,1685-06-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2446,1685-09-28T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2453,1686-04-29T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2455,1686-05-14T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2459,1686-07-24T00:00:00Z,Verordnung,False,2 Public Order and Safety,Administration and Justice
2462,1686-08-24T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2479,1687-05-10T00:00:00Z,Verordnung,False,2 Public Order and Safety,Administration and Justice
2491,1687-08-19T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2493,1687-08-19T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2504,1688-04-26T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2508,1688-06-07T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2517,1688-11-02T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2518,1688-11-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2530,1689-06-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2533,1689-09-03T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2534,1689-09-03T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2539,1689-11-25T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2542,1690-03-06T00:00:00Z,Verordnung,True,1 Social Order and Religion,Succession
2553,1690-08-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2555,1690-10-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2556,1690-11-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
2561,1690-12-18T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2562,1690-12-19T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2567,1691-05-06T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2569,1691-05-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2585,1692-03-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2594,1692-07-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2595,1692-07-28T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2602,1692-11-09T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2603,1692-11-19T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2604,1693-01-07T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2605,1693-02-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2608,1693-03-20T00:00:00Z,Tabakmandat,True,4 Economic order. Work and professional regulations,Trade and Services
2613,1693-04-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2615,1693-04-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2618,1693-05-24T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2620,1693-05-31T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2624,1693-07-08T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Poor Relief
2626,1693-07-20T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2629,1693-07-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2632,1693-08-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2634,1693-09-02T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2635,1693-09-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2636,1693-09-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2637,1693-09-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2638,1693-09-28T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2639,1693-10-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2641,1693-11-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2642,1693-11-19T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2643,1693-11-25T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2645,1693-12-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2647,1694-01-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2659,1694-05-29T00:00:00Z,Ordnung,False,3 Social Services. Healthcare. Education. Culture,Poor Relief
2663,1694-06-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2665,1694-07-10T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2670,1694-08-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2676,1694-12-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
2679,1695-01-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2682,1695-02-26T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2684,1695-02-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Work Order/Work Regulation
2696,1695-05-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2701,1695-07-24T00:00:00Z,Mandat,False,1 Social Order and Religion,Matters of Religion
2706,1695-09-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2708,1695-10-03T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2727,1696-07-10T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2734,1696-09-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2735,1696-10-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2736,1696-11-09T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2748,1697-07-02T00:00:00Z,Jägerordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2754,1697-08-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2755,1697-08-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2767,1698-03-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2768,1698-04-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2773,1698-05-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2776,1698-06-25T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2780,1698-07-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2781,1698-08-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2782,1698-08-30T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2784,1698-09-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2786,1698-10-26T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2789,1698-11-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
2790,1698-11-21T00:00:00Z,Getreidemandat,True,4 Economic order. Work and professional regulations,Trade and Services
2795,1698-11-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2796,1698-12-01T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2813,1699-06-22T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2814,1699-06-24T00:00:00Z,Verordnung,False,2 Public Order and Safety,Administration and Justice
2827,1699-09-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2838,1700-01-22T00:00:00Z,Ordnung,True,1 Social Order and Religion,Marginal Groups
2839,1700-02-28T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2845,1700-07-02T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2854,1700-11-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2855,1700-11-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2856,1700-12-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2857,1701-01-14T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
2874,1701-09-16T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2882,1702-03-01T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2883,1702-03-08T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
2891,1702-06-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
2899,1702-09-11T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
2905,1702-12-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
2906,1702-12-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2908,1703-01-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2918,1703-06-04T00:00:00Z,Ordnung,True,2 Public Order and Safety,Administration and Justice
2929,1703-09-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2930,1703-11-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2937,1704-01-04T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2943,1704-04-07T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
2958,1705-01-07T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2964,1705-04-18T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Forestry and Land Use
2969,1705-07-10T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2984,1706-03-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
2997,1706-07-29T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3000,1706-09-20T00:00:00Z,Ordnung,True,2 Public Order and Safety,Administration and Justice
3001,1706-11-04T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3004,1707-01-15T00:00:00Z,Placcard,False,1 Social Order and Religion,Marginal Groups
3010,1707-03-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3014,1707-06-03T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3015,1707-06-07T00:00:00Z,Ordnung,True,2 Public Order and Safety,Administration and Justice
3041,1708-07-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3053,1708-11-16T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3062,1709-03-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3063,1709-03-18T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3070,1709-05-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3075,1709-06-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3079,1709-07-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3082,1709-08-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3085,1709-09-06T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3092,1709-10-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3093,1709-10-31T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3096,1709-11-23T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3104,1710-01-02T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3111,1710-02-05T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3118,1710-04-10T00:00:00Z,Ordnung,True,5 Land Divisions,Public Construction Infrastructure
3121,1710-05-16T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3122,1710-05-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3127,1710-07-02T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
3136,1710-11-18T00:00:00Z,Verordnung,False,1 Social Order and Religion,Abundance and Luxury
3137,1710-11-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3140,1710-12-16T00:00:00Z,Verordnung,False,2 Public Order and Safety,Administration and Justice
3148,1711-03-21T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3160,1711-08-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3163,1711-08-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3169,1711-09-25T00:00:00Z,Ordnung,False,2 Public Order and Safety,Administration and Justice
3172,1711-10-22T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3188,1712-05-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3201,1712-07-26T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3210,1712-09-21T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3222,1713-02-28T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3225,1713-03-13T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3229,1713-03-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3237,1713-07-03T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3242,1713-09-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3244,1713-12-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3252,1714-04-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3262,1714-07-04T00:00:00Z,Ordnung,True,2 Public Order and Safety,Administration and Justice
3270,1714-09-25T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3273,1714-12-17T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3288,1715-06-12T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3299,1715-12-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3310,1716-06-04T00:00:00Z,Maimandat,False,1 Social Order and Religion,Matters of Religion
3316,1716-08-26T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3322,1716-12-11T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3324,1717-01-27T00:00:00Z,Jägerordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3330,1717-05-01T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Agriculture
3334,1717-07-02T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Agriculture
3335,1717-07-08T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
3338,1717-08-12T00:00:00Z,Ordnung,False,1 Social Order and Religion,Marginal Groups
3340,1717-12-08T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3359,1718-07-11T00:00:00Z,Mandat,False,4 Economic order. Work and professional regulations,Trade and Services
3368,1718-11-11T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
3377,1719-02-10T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3382,1719-03-13T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
3383,1719-05-02T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3389,1719-06-19T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3392,1719-07-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3393,1719-07-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3395,1719-08-11T00:00:00Z,Verordnung,False,2 Public Order and Safety,Administration and Justice
3400,1719-10-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
3429,1720-08-22T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3430,1720-09-03T00:00:00Z,Mandat,False,3 Social Services. Healthcare. Education. Culture,Healthcare
3436,1720-10-03T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
